
Image 1459 |  PSNR - 29.155399859611727 | MSE - 236.9526824951172 | MAE - 1133199.0
Image 1460 |  PSNR - 18.59379483887086 | MSE - 2696.634780883789 | MAE - 4558593.0
Image 1461 |  PSNR - 26.113145841078946 | MSE - 477.4050750732422 | MAE - 1477087.0
Image 1462 |  PSNR - 24.93646581002061 | MSE - 625.9721832275391 | MAE - 1661165.0
Image 1463 |  PSNR - 28.020651429833233 | MSE - 307.70635986328125 | MAE - 1382906.0
Image 1464 |  PSNR - 38.14348593810534 | MSE - 29.912521362304688 | MAE - 369011.0
Image 1465 |  PSNR - 27.603193577727467 | MSE - 338.75230407714844 | MAE - 1371203.0
Image 1466 |  PSNR - 33.188436191931274 | MSE - 93.61770629882812 | MAE - 780344.0
Image 1467 |  PSNR - 46.34601192076378 | MSE - 4.524810791015625 | MAE - 153326.0
Image 1468 |  PSNR - 27.541075481812655 | MSE - 343.6323699951172 | MAE - 1293369.0
Image 1469 |  PSNR - 31.20131179448152 | MSE - 147.93482971191406 | MAE - 758327.0
Image 1470 |  PSNR - 21.886875437708593 | MSE - 1263.322036743164 | MAE - 3187611.0
Image 1471 |  PSNR - 34.66627060572657 | MSE - 66.61538696289062 | MAE - 485836.0
Image 1472 |  PSNR - 29.77536958465898 | MSE - 205.4303741455078 | MAE - 872895.0
Image 1473 |  PSNR - 28.88251135119194 | MSE - 252.31930541992188 | MAE - 1118932.0
Image 1474 |  PSNR - 23.157280058263545 | MSE - 942.9173126220703 | MAE - 2508033.0
Image 1475 |  PSNR - 32.183787481444504 | MSE - 117.98393249511719 | MAE - 766947.0
Image 1476 |  PSNR - 26.08248952140329 | MSE - 480.7869415283203 | MAE - 1395317.0
Image 1477 |  PSNR - 34.469739906476484 | MSE - 69.69917297363281 | MAE - 641467.0
Image 1478 |  PSNR - 33.860267680582155 | MSE - 80.20008850097656 | MAE - 645821.0
Image 1479 |  PSNR - 31.536959165671803 | MSE - 136.93223571777344 | MAE - 882533.0
Image 1480 |  PSNR - 30.98484561277601 | MSE - 155.49522399902344 | MAE - 885005.0
Image 1481 |  PSNR - 29.00144396627498 | MSE - 245.50323486328125 | MAE - 894186.0
Image 1482 |  PSNR - 35.95619042102615 | MSE - 49.49742126464844 | MAE - 518663.0
Image 1483 |  PSNR - 27.8362130008697 | MSE - 321.05564880371094 | MAE - 1250793.0
Image 1484 |  PSNR - 26.973225102317443 | MSE - 391.6328430175781 | MAE - 1384444.0
Image 1485 |  PSNR - 25.55191304667749 | MSE - 543.2632293701172 | MAE - 1443261.0
Image 1486 |  PSNR - 30.432996180602228 | MSE - 176.56393432617188 | MAE - 958960.0
Image 1487 |  PSNR - 34.43077947604914 | MSE - 70.32725524902344 | MAE - 606177.0
Image 1488 |  PSNR - 32.99304435217365 | MSE - 97.92581176757812 | MAE - 705104.0
Image 1489 |  PSNR - 32.846139417667366 | MSE - 101.294921875 | MAE - 704948.0
Image 1490 |  PSNR - 27.58746614184036 | MSE - 339.9812774658203 | MAE - 1326579.0
Image 1491 |  PSNR - 26.39301212706939 | MSE - 447.6106414794922 | MAE - 1653787.0
Image 1492 |  PSNR - 29.316513476774308 | MSE - 228.3233184814453 | MAE - 977269.0
Image 1493 |  PSNR - 37.39321151788736 | MSE - 35.5533447265625 | MAE - 446736.0
Image 1494 |  PSNR - 29.221862166533576 | MSE - 233.3540802001953 | MAE - 778157.0
Image 1495 |  PSNR - 30.033508139804592 | MSE - 193.57568359375 | MAE - 998668.0
Image 1496 |  PSNR - 33.19260252065129 | MSE - 93.52793884277344 | MAE - 695199.0
Image 1497 |  PSNR - 24.329015917289382 | MSE - 719.9461669921875 | MAE - 1677744.0
Image 1498 |  PSNR - 35.14192009516489 | MSE - 59.70484924316406 | MAE - 522401.0
Image 1499 |  PSNR - 36.021337544816646 | MSE - 48.760467529296875 | MAE - 397026.0
Image 1500 |  PSNR - 22.34913058737053 | MSE - 1135.7651977539062 | MAE - 2255284.0
Image 1501 |  PSNR - 20.870640990643924 | MSE - 1596.3845520019531 | MAE - 2651448.0
Image 1502 |  PSNR - 19.395722913141235 | MSE - 2241.967559814453 | MAE - 2939054.0
Image 1503 |  PSNR - 38.47805156119912 | MSE - 27.694686889648438 | MAE - 419911.0
Image 1504 |  PSNR - 26.33641289735533 | MSE - 453.48228454589844 | MAE - 1379397.0
Image 1505 |  PSNR - 34.42011182636317 | MSE - 70.50021362304688 | MAE - 659506.0
Image 1506 |  PSNR - 23.842345503565543 | MSE - 805.3173675537109 | MAE - 1837607.0
Image 1507 |  PSNR - 23.859407108060054 | MSE - 802.1598205566406 | MAE - 1930346.0
Image 1508 |  PSNR - 30.80733523015731 | MSE - 161.9824981689453 | MAE - 881385.0
Image 1509 |  PSNR - 32.38201218683385 | MSE - 112.7198486328125 | MAE - 585772.0
Image 1510 |  PSNR - 30.034115145358278 | MSE - 193.5486297607422 | MAE - 758939.0
Image 1511 |  PSNR - 20.848823223035645 | MSE - 1604.4245300292969 | MAE - 3245854.0
Image 1512 |  PSNR - 34.94407808316579 | MSE - 62.48759460449219 | MAE - 553329.0
Image 1513 |  PSNR - 27.991717950779687 | MSE - 309.76319885253906 | MAE - 1036479.0
Image 1514 |  PSNR - 26.82374472500569 | MSE - 405.34716796875 | MAE - 1421450.0
Image 1515 |  PSNR - 26.708422905402067 | MSE - 416.25486755371094 | MAE - 1369635.0
Image 1516 |  PSNR - 30.886961418876247 | MSE - 159.0396728515625 | MAE - 906546.0
Image 1517 |  PSNR - 33.26039678835957 | MSE - 92.07928466796875 | MAE - 697534.0
Image 1518 |  PSNR - 22.8559152051424 | MSE - 1010.6716766357422 | MAE - 2246567.0
Image 1519 |  PSNR - 30.501952287375225 | MSE - 173.7826385498047 | MAE - 950217.0
Image 1520 |  PSNR - 43.970097095429175 | MSE - 7.819732666015625 | MAE - 198916.0
Image 1521 |  PSNR - 34.322942560486226 | MSE - 72.09536743164062 | MAE - 574352.0
Image 1522 |  PSNR - 43.19693881040259 | MSE - 9.343460083007812 | MAE - 195161.0
Image 1523 |  PSNR - 42.28374653258111 | MSE - 11.529937744140625 | MAE - 254128.0
Image 1524 |  PSNR - 30.024500678389067 | MSE - 193.9775848388672 | MAE - 857301.0
Image 1525 |  PSNR - 25.26612460541715 | MSE - 580.2152709960938 | MAE - 1861764.0
Image 1526 |  PSNR - 47.14336390850068 | MSE - 3.765869140625 | MAE - 149250.0
Image 1527 |  PSNR - 29.11387617408122 | MSE - 239.22909545898438 | MAE - 998716.0
Image 1528 |  PSNR - 28.13615053582069 | MSE - 299.63087463378906 | MAE - 1276513.0
Image 1529 |  PSNR - 43.10788326515621 | MSE - 9.537033081054688 | MAE - 190469.0
Image 1530 |  PSNR - 47.464081972328636 | MSE - 3.4977874755859375 | MAE - 134359.0
Image 1531 |  PSNR - 41.95995789555762 | MSE - 12.422409057617188 | MAE - 234447.0
Image 1532 |  PSNR - 22.914970854621668 | MSE - 997.0215148925781 | MAE - 1817100.0
Image 1533 |  PSNR - 22.665881607024005 | MSE - 1055.8773040771484 | MAE - 2126961.0
Image 1534 |  PSNR - 25.75760647171206 | MSE - 518.1326599121094 | MAE - 1656956.0
Image 1535 |  PSNR - 20.295310969987582 | MSE - 1822.5125122070312 | MAE - 2915084.0
Image 1536 |  PSNR - 21.068906876391953 | MSE - 1525.144271850586 | MAE - 2935173.0
Image 1537 |  PSNR - 26.217803052221697 | MSE - 466.03797912597656 | MAE - 1298157.0
Image 1538 |  PSNR - 39.027972322426926 | MSE - 24.40081787109375 | MAE - 362420.0
Image 1539 |  PSNR - 15.622816589347137 | MSE - 5344.658447265625 | MAE - 4824266.0
Image 1540 |  PSNR - 33.33049032527497 | MSE - 90.60508728027344 | MAE - 566281.0
Image 1541 |  PSNR - 30.753827400095197 | MSE - 163.99057006835938 | MAE - 753798.0
Image 1542 |  PSNR - 33.09063109784928 | MSE - 95.74993896484375 | MAE - 682208.0
Image 1543 |  PSNR - 38.11858331247969 | MSE - 30.08453369140625 | MAE - 364036.0
Image 1544 |  PSNR - 29.878242620874467 | MSE - 200.62144470214844 | MAE - 952059.0
Image 1545 |  PSNR - 22.613565101708826 | MSE - 1068.6736602783203 | MAE - 2060769.0
Image 1546 |  PSNR - 40.24963481853323 | MSE - 18.417816162109375 | MAE - 299706.0
Image 1547 |  PSNR - 42.201716448226975 | MSE - 11.749786376953125 | MAE - 249206.0
Image 1548 |  PSNR - 41.54533033338627 | MSE - 13.666854858398438 | MAE - 277499.0
Image 1549 |  PSNR - 18.861868596617196 | MSE - 2535.2147674560547 | MAE - 3721915.0
Image 1550 |  PSNR - 39.6394772225336 | MSE - 21.195999145507812 | MAE - 352053.0
Image 1551 |  PSNR - 21.778887110959925 | MSE - 1295.1286315917969 | MAE - 2175626.0
Image 1552 |  PSNR - 18.440766983651265 | MSE - 2793.347183227539 | MAE - 4011193.0
Image 1553 |  PSNR - 32.5954864773611 | MSE - 107.31315612792969 | MAE - 590193.0
Image 1554 |  PSNR - 31.068142000033102 | MSE - 152.54129028320312 | MAE - 848184.0
Image 1555 |  PSNR - 28.455619349335052 | MSE - 278.3810577392578 | MAE - 1429135.0
Image 1556 |  PSNR - 37.18929839956384 | MSE - 37.262481689453125 | MAE - 414544.0
Image 1557 |  PSNR - 31.900056114800503 | MSE - 125.94937133789062 | MAE - 640194.0
Image 1558 |  PSNR - 26.296620006917056 | MSE - 457.65647888183594 | MAE - 1425555.0
Image 1559 |  PSNR - 26.998827735797917 | MSE - 389.33087158203125 | MAE - 1544942.0
Image 1560 |  PSNR - 35.64494590579025 | MSE - 53.17494201660156 | MAE - 493883.0
Image 1561 |  PSNR - 37.94011549285643 | MSE - 31.346572875976562 | MAE - 356703.0
Image 1562 |  PSNR - 30.462843038802426 | MSE - 175.3546600341797 | MAE - 987749.0
Image 1563 |  PSNR - 35.341203315997916 | MSE - 57.027099609375 | MAE - 519344.0
Image 1564 |  PSNR - 20.433784162584956 | MSE - 1765.3190155029297 | MAE - 2303887.0
Image 1565 |  PSNR - 28.772223080645006 | MSE - 258.8089599609375 | MAE - 1072818.0
Image 1566 |  PSNR - 29.321737125974195 | MSE - 228.04885864257812 | MAE - 1110496.0
Image 1567 |  PSNR - 35.10615714141898 | MSE - 60.19853210449219 | MAE - 572551.0
Image 1568 |  PSNR - 33.05189888460393 | MSE - 96.60769653320312 | MAE - 735580.0
Image 1569 |  PSNR - 44.474082354630156 | MSE - 6.96295166015625 | MAE - 209526.0
Image 1570 |  PSNR - 27.30038081500162 | MSE - 363.2147979736328 | MAE - 1339477.0
Image 1571 |  PSNR - 31.26847878220683 | MSE - 145.6645050048828 | MAE - 901949.0
Image 1572 |  PSNR - 28.100239671369003 | MSE - 302.1187286376953 | MAE - 1219439.0
Image 1573 |  PSNR - 26.526229218937768 | MSE - 434.0889129638672 | MAE - 1536389.0
Image 1574 |  PSNR - 24.410077217728944 | MSE - 706.6329650878906 | MAE - 1584246.0
Image 1575 |  PSNR - 26.020725198528982 | MSE - 487.6734313964844 | MAE - 1508328.0
Image 1576 |  PSNR - 29.56171941687115 | MSE - 215.7891845703125 | MAE - 894370.0
Image 1577 |  PSNR - 24.609114892864557 | MSE - 674.9787902832031 | MAE - 1698488.0
Image 1578 |  PSNR - 37.28333619260657 | MSE - 36.46430969238281 | MAE - 415949.0
Image 1579 |  PSNR - 28.29964800999364 | MSE - 288.5604553222656 | MAE - 931754.0
Image 1580 |  PSNR - 30.69047154651755 | MSE - 166.4004364013672 | MAE - 863441.0
Image 1581 |  PSNR - 30.006949888645256 | MSE - 194.76307678222656 | MAE - 789081.0
Image 1582 |  PSNR - 27.795986246824633 | MSE - 324.0432586669922 | MAE - 1134447.0
Image 1583 |  PSNR - 26.715649942000354 | MSE - 415.56275939941406 | MAE - 1239987.0
Image 1584 |  PSNR - 24.363591044495113 | MSE - 714.2372741699219 | MAE - 1967520.0
Image 1585 |  PSNR - 28.86679847186947 | MSE - 253.23385620117188 | MAE - 944456.0
Image 1586 |  PSNR - 20.69700316734596 | MSE - 1661.503646850586 | MAE - 3208367.0
Image 1587 |  PSNR - 27.873642649444395 | MSE - 318.30052185058594 | MAE - 1240343.0
Image 1588 |  PSNR - 28.912798028747492 | MSE - 250.56581115722656 | MAE - 1097189.0
Image 1589 |  PSNR - 25.039297430683366 | MSE - 611.3246002197266 | MAE - 1761291.0
Image 1590 |  PSNR - 29.314519709931815 | MSE - 228.42816162109375 | MAE - 825752.0
Image 1591 |  PSNR - 44.45616983188036 | MSE - 6.991729736328125 | MAE - 197404.0
Image 1592 |  PSNR - 38.60514228953572 | MSE - 26.895980834960938 | MAE - 390231.0
Image 1593 |  PSNR - 23.69216997803494 | MSE - 833.6516571044922 | MAE - 1826765.0
Image 1594 |  PSNR - 31.02883446899913 | MSE - 153.92819213867188 | MAE - 733932.0
Image 1595 |  PSNR - 25.095567022651633 | MSE - 603.4550323486328 | MAE - 1651163.0
Image 1596 |  PSNR - 25.77249484957389 | MSE - 516.3594512939453 | MAE - 1514363.0
Image 1597 |  PSNR - 31.454049087471553 | MSE - 139.5714874267578 | MAE - 837215.0
Image 1598 |  PSNR - 31.803590652411078 | MSE - 128.77825927734375 | MAE - 786774.0
Image 1599 |  PSNR - 32.22342742791972 | MSE - 116.91194152832031 | MAE - 732945.0
Image 1600 |  PSNR - 32.200248620170896 | MSE - 117.53758239746094 | MAE - 835289.0
Image 1601 |  PSNR - 26.001404323338374 | MSE - 489.8478240966797 | MAE - 1668607.0
Image 1602 |  PSNR - 29.139070300490992 | MSE - 237.84530639648438 | MAE - 894056.0
Image 1603 |  PSNR - 39.87297631535712 | MSE - 20.08648681640625 | MAE - 308174.0
Image 1604 |  PSNR - 30.607300779173574 | MSE - 169.6178436279297 | MAE - 942451.0
Image 1605 |  PSNR - 38.92407156003683 | MSE - 24.991622924804688 | MAE - 277337.0
Image 1606 |  PSNR - 26.913729854871487 | MSE - 397.03485107421875 | MAE - 1291084.0
Image 1607 |  PSNR - 35.030454321817466 | MSE - 61.25706481933594 | MAE - 445073.0
Image 1608 |  PSNR - 22.836512023567927 | MSE - 1015.1972045898438 | MAE - 1986324.0
Image 1609 |  PSNR - 23.796134154195705 | MSE - 813.9321441650391 | MAE - 1631539.0
Image 1610 |  PSNR - 34.40639303708834 | MSE - 70.7232666015625 | MAE - 629516.0
Image 1611 |  PSNR - 41.282540403038 | MSE - 14.519363403320312 | MAE - 235973.0
Image 1612 |  PSNR - 28.55647743947607 | MSE - 271.99058532714844 | MAE - 1060459.0
Image 1613 |  PSNR - 31.676545232523058 | MSE - 132.60108947753906 | MAE - 840827.0
Image 1614 |  PSNR - 34.77687988386334 | MSE - 64.94020080566406 | MAE - 499933.0
Image 1615 |  PSNR - 31.91382037751657 | MSE - 125.55082702636719 | MAE - 635751.0
Image 1616 |  PSNR - 27.131986161934346 | MSE - 377.5747985839844 | MAE - 1252718.0
Image 1617 |  PSNR - 24.722290748727026 | MSE - 657.6162567138672 | MAE - 1769525.0
Image 1618 |  PSNR - 38.44516758013065 | MSE - 27.905181884765625 | MAE - 397052.0
Image 1619 |  PSNR - 39.81645538532979 | MSE - 20.349609375 | MAE - 325184.0
Image 1620 |  PSNR - 28.195900652625312 | MSE - 295.5367889404297 | MAE - 1201069.0
Image 1621 |  PSNR - 29.367869354204434 | MSE - 225.63926696777344 | MAE - 1011269.0
Image 1622 |  PSNR - 27.240101492434015 | MSE - 368.2913055419922 | MAE - 953115.0
Image 1623 |  PSNR - 26.069227284671715 | MSE - 482.25738525390625 | MAE - 1322474.0
Image 1624 |  PSNR - 40.589169618009805 | MSE - 17.032745361328125 | MAE - 261040.0
Image 1625 |  PSNR - 24.431614700544063 | MSE - 703.1373138427734 | MAE - 1525451.0
Image 1626 |  PSNR - 28.79774006597188 | MSE - 257.29278564453125 | MAE - 1128886.0
Image 1627 |  PSNR - 30.060147134345073 | MSE - 192.39195251464844 | MAE - 796919.0
Image 1628 |  PSNR - 28.936618798042872 | MSE - 249.1952362060547 | MAE - 1282771.0
Image 1629 |  PSNR - 26.588449637721702 | MSE - 427.9141540527344 | MAE - 1759450.0
Image 1630 |  PSNR - 32.013435078116586 | MSE - 122.70382690429688 | MAE - 788708.0
Image 1631 |  PSNR - 32.0637795484163 | MSE - 121.28962707519531 | MAE - 696799.0
Image 1632 |  PSNR - 36.46793672358377 | MSE - 43.99546813964844 | MAE - 500007.0
Image 1633 |  PSNR - 30.137656532276708 | MSE - 188.98875427246094 | MAE - 958991.0
Image 1634 |  PSNR - 31.22373235502002 | MSE - 147.17308044433594 | MAE - 889319.0
Image 1635 |  PSNR - 38.715775012137605 | MSE - 26.219482421875 | MAE - 312696.0
Image 1636 |  PSNR - 28.411903102209788 | MSE - 281.19740295410156 | MAE - 1149039.0
Image 1637 |  PSNR - 41.16694976929025 | MSE - 14.910995483398438 | MAE - 258245.0
Image 1638 |  PSNR - 25.32866703702473 | MSE - 571.9195098876953 | MAE - 1875395.0
Image 1639 |  PSNR - 30.131377854203222 | MSE - 189.26217651367188 | MAE - 839570.0
Image 1640 |  PSNR - 33.15995284983578 | MSE - 94.23371887207031 | MAE - 637257.0
Image 1641 |  PSNR - 21.123254363898415 | MSE - 1506.1775817871094 | MAE - 2773000.0
Image 1642 |  PSNR - 27.224798838325786 | MSE - 369.59129333496094 | MAE - 1239011.0
Image 1643 |  PSNR - 30.151029686225726 | MSE - 188.40769958496094 | MAE - 868107.0
Image 1644 |  PSNR - 24.288554578059728 | MSE - 726.6849365234375 | MAE - 1441558.0
Image 1645 |  PSNR - 25.210804212758447 | MSE - 587.6533203125 | MAE - 1583162.0
Image 1646 |  PSNR - 39.21420513064306 | MSE - 23.3765869140625 | MAE - 343044.0
Image 1647 |  PSNR - 23.76130880674374 | MSE - 820.4851684570312 | MAE - 2196258.0
Image 1648 |  PSNR - 24.993941608466336 | MSE - 617.7424621582031 | MAE - 1798756.0
Image 1649 |  PSNR - 32.21086333906704 | MSE - 117.25065612792969 | MAE - 701727.0
Image 1650 |  PSNR - 36.40894483373759 | MSE - 44.59715270996094 | MAE - 414981.0
Image 1651 |  PSNR - 18.348270271537956 | MSE - 2853.4783935546875 | MAE - 4263236.0
Image 1652 |  PSNR - 28.33450193772397 | MSE - 286.25390625 | MAE - 1191006.0
Image 1653 |  PSNR - 27.50332862298565 | MSE - 346.632080078125 | MAE - 1187148.0
Image 1654 |  PSNR - 38.53700429380294 | MSE - 27.3212890625 | MAE - 309904.0
Image 1655 |  PSNR - 31.317503609497006 | MSE - 144.02943420410156 | MAE - 851079.0
Image 1656 |  PSNR - 29.778147901576794 | MSE - 205.2989959716797 | MAE - 1073595.0
Image 1657 |  PSNR - 25.11342690949852 | MSE - 600.9784851074219 | MAE - 1875324.0
Image 1658 |  PSNR - 32.336573192189945 | MSE - 113.9053955078125 | MAE - 650752.0
Image 1659 |  PSNR - 32.243971034225105 | MSE - 116.36021423339844 | MAE - 681279.0
Image 1660 |  PSNR - 34.70813237074406 | MSE - 65.97636413574219 | MAE - 542667.0
Image 1661 |  PSNR - 41.13406718067809 | MSE - 15.024322509765625 | MAE - 179424.0
Image 1662 |  PSNR - 28.63293845131958 | MSE - 267.24388122558594 | MAE - 1113433.0
Image 1663 |  PSNR - 20.923284657170115 | MSE - 1577.1505432128906 | MAE - 3374942.0
Image 1664 |  PSNR - 23.09790570992652 | MSE - 955.8968811035156 | MAE - 2135964.0
Image 1665 |  PSNR - 28.43813876028218 | MSE - 279.5038146972656 | MAE - 1234632.0
Image 1666 |  PSNR - 34.41187141320235 | MSE - 70.63410949707031 | MAE - 639885.0
Image 1667 |  PSNR - 36.536376323919754 | MSE - 43.307586669921875 | MAE - 536198.0
Image 1668 |  PSNR - 32.53699720126316 | MSE - 108.7681884765625 | MAE - 681630.0
Image 1669 |  PSNR - 21.971532281954342 | MSE - 1238.9346160888672 | MAE - 2627993.0
Image 1670 |  PSNR - 26.697306466411813 | MSE - 417.3217010498047 | MAE - 1446621.0
Image 1671 |  PSNR - 39.91353667491638 | MSE - 19.899765014648438 | MAE - 282057.0
Image 1672 |  PSNR - 27.481166675069858 | MSE - 348.40545654296875 | MAE - 921548.0
Image 1673 |  PSNR - 38.277654580921016 | MSE - 29.002548217773438 | MAE - 407021.0
Image 1674 |  PSNR - 33.28565113164208 | MSE - 91.54539489746094 | MAE - 646185.0
Image 1675 |  PSNR - 28.886408776075257 | MSE - 252.0929718017578 | MAE - 1025467.0
Image 1676 |  PSNR - 27.588851441876617 | MSE - 339.8728485107422 | MAE - 1279031.0
Image 1677 |  PSNR - 25.316932222596222 | MSE - 573.4669494628906 | MAE - 1438338.0
Image 1678 |  PSNR - 31.655910962314778 | MSE - 133.23260498046875 | MAE - 803486.0
Image 1679 |  PSNR - 34.45074513259706 | MSE - 70.00468444824219 | MAE - 563915.0
Image 1680 |  PSNR - 26.123392300048383 | MSE - 476.28004455566406 | MAE - 1045093.0
Image 1681 |  PSNR - 23.56615137760901 | MSE - 858.1959838867188 | MAE - 1824470.0
Image 1682 |  PSNR - 25.56481588379995 | MSE - 541.6515960693359 | MAE - 1471689.0
Image 1683 |  PSNR - 26.697241679044048 | MSE - 417.3279266357422 | MAE - 1353547.0
Image 1684 |  PSNR - 32.16420357064703 | MSE - 118.51716613769531 | MAE - 700169.0
Image 1685 |  PSNR - 23.225177253850752 | MSE - 928.2904663085938 | MAE - 2343758.0
Image 1686 |  PSNR - 25.12170415375133 | MSE - 599.8341674804688 | MAE - 2013164.0
Image 1687 |  PSNR - 33.203693951561895 | MSE - 93.28938293457031 | MAE - 512949.0
Image 1688 |  PSNR - 33.541808989708535 | MSE - 86.30197143554688 | MAE - 657950.0
Image 1689 |  PSNR - 28.33138427492715 | MSE - 286.45947265625 | MAE - 1010260.0
Image 1690 |  PSNR - 35.95931232950176 | MSE - 49.46185302734375 | MAE - 513396.0
Image 1691 |  PSNR - 28.321176136116396 | MSE - 287.1335906982422 | MAE - 987883.0
Image 1692 |  PSNR - 25.021540871762397 | MSE - 613.8291778564453 | MAE - 1840699.0
Image 1693 |  PSNR - 35.59069639491326 | MSE - 53.84333801269531 | MAE - 531625.0
Image 1694 |  PSNR - 37.97359965207734 | MSE - 31.105819702148438 | MAE - 428679.0
Image 1695 |  PSNR - 25.496949674930974 | MSE - 550.1823425292969 | MAE - 2023604.0
Image 1696 |  PSNR - 44.09161027274912 | MSE - 7.603973388671875 | MAE - 196570.0
Image 1697 |  PSNR - 39.35133526268458 | MSE - 22.649993896484375 | MAE - 272462.0
Image 1698 |  PSNR - 20.040235781387334 | MSE - 1932.760482788086 | MAE - 2466787.0
Image 1699 |  PSNR - 37.133238078280755 | MSE - 37.74659729003906 | MAE - 396221.0
Image 1700 |  PSNR - 34.162968106434334 | MSE - 74.80055236816406 | MAE - 552483.0
Image 1701 |  PSNR - 37.53173270713917 | MSE - 34.43724060058594 | MAE - 424061.0
Image 1702 |  PSNR - 35.901522538028516 | MSE - 50.124420166015625 | MAE - 458954.0
Image 1703 |  PSNR - 22.255627179132354 | MSE - 1160.4833068847656 | MAE - 2177502.0
Image 1704 |  PSNR - 24.76978163703386 | MSE - 650.4642791748047 | MAE - 1704211.0
Image 1705 |  PSNR - 33.56883568294548 | MSE - 85.76657104492188 | MAE - 599956.0
Image 1706 |  PSNR - 33.238351310341415 | MSE - 92.54788208007812 | MAE - 456530.0
Image 1707 |  PSNR - 27.02221295297873 | MSE - 387.24009704589844 | MAE - 1419735.0
Image 1708 |  PSNR - 29.123358210178715 | MSE - 238.7073516845703 | MAE - 1109047.0
Image 1709 |  PSNR - 30.374564039377134 | MSE - 178.95556640625 | MAE - 755456.0
Image 1710 |  PSNR - 22.846942991855137 | MSE - 1012.7618103027344 | MAE - 2287284.0
Image 1711 |  PSNR - 22.43858960103122 | MSE - 1112.6092224121094 | MAE - 2449076.0
Image 1712 |  PSNR - 28.83239759150428 | MSE - 255.24771118164062 | MAE - 896502.0
Image 1713 |  PSNR - 37.42847023924008 | MSE - 35.265869140625 | MAE - 339984.0
Image 1714 |  PSNR - 19.953883573860093 | MSE - 1971.5747985839844 | MAE - 3388288.0
Image 1715 |  PSNR - 17.49288745415061 | MSE - 3474.6644439697266 | MAE - 3375457.0
Image 1716 |  PSNR - 34.515307168891106 | MSE - 68.97169494628906 | MAE - 595931.0
Image 1717 |  PSNR - 27.70401691554788 | MSE - 330.9786071777344 | MAE - 1228824.0
Image 1718 |  PSNR - 26.7539009006017 | MSE - 411.91871643066406 | MAE - 1562145.0
Image 1719 |  PSNR - 26.946929644702386 | MSE - 394.0112762451172 | MAE - 1552971.0
Image 1720 |  PSNR - 20.97049270485425 | MSE - 1560.0996704101562 | MAE - 2965718.0
Image 1721 |  PSNR - 20.43231892988567 | MSE - 1765.9147033691406 | MAE - 3281458.0
Image 1722 |  PSNR - 32.9035439037762 | MSE - 99.96482849121094 | MAE - 731667.0
Image 1723 |  PSNR - 24.901734325771766 | MSE - 630.998291015625 | MAE - 1686552.0
Image 1724 |  PSNR - 32.99059532663613 | MSE - 97.98104858398438 | MAE - 716242.0
Image 1725 |  PSNR - 36.05819747915274 | MSE - 48.34837341308594 | MAE - 403477.0
Image 1726 |  PSNR - 28.979381430461466 | MSE - 246.7535858154297 | MAE - 997025.0
Image 1727 |  PSNR - 27.28646860023371 | MSE - 364.38018798828125 | MAE - 1119678.0
Image 1728 |  PSNR - 24.179455430166513 | MSE - 745.1712188720703 | MAE - 2189923.0
Image 1729 |  PSNR - 29.217666106058886 | MSE - 233.57965087890625 | MAE - 1170618.0
Image 1730 |  PSNR - 48.49617656898323 | MSE - 2.7579345703125 | MAE - 128618.0
Image 1731 |  PSNR - 35.4354328528883 | MSE - 55.8031005859375 | MAE - 510062.0
Image 1732 |  PSNR - 31.16483971123515 | MSE - 149.1824188232422 | MAE - 680431.0
Image 1733 |  PSNR - 26.234473764836864 | MSE - 464.2524871826172 | MAE - 1413169.0
Image 1734 |  PSNR - 31.969029713351496 | MSE - 123.96487426757812 | MAE - 735534.0
Image 1735 |  PSNR - 27.515299019802917 | MSE - 345.677978515625 | MAE - 962528.0
Image 1736 |  PSNR - 26.686041017145623 | MSE - 418.40562438964844 | MAE - 1423511.0
Image 1737 |  PSNR - 29.721199617105118 | MSE - 208.00877380371094 | MAE - 1124805.0
Image 1738 |  PSNR - 20.405529695786534 | MSE - 1776.841323852539 | MAE - 2298457.0
Image 1739 |  PSNR - 31.339968065594284 | MSE - 143.28634643554688 | MAE - 630766.0
Image 1740 |  PSNR - 28.02971467438946 | MSE - 307.06488037109375 | MAE - 1339604.0
Image 1741 |  PSNR - 22.89905220113324 | MSE - 1000.6827087402344 | MAE - 1863538.0
Image 1742 |  PSNR - 22.260100600457125 | MSE - 1159.28857421875 | MAE - 2168412.0
Image 1743 |  PSNR - 37.946106599970065 | MSE - 31.303359985351562 | MAE - 395481.0
Image 1744 |  PSNR - 20.78318455036201 | MSE - 1628.8577575683594 | MAE - 2890478.0
Image 1745 |  PSNR - 18.564322429766506 | MSE - 2714.997116088867 | MAE - 3852681.0
Image 1746 |  PSNR - 28.28385864399194 | MSE - 289.61146545410156 | MAE - 1178313.0
Image 1747 |  PSNR - 22.681220249965257 | MSE - 1052.1546783447266 | MAE - 2182227.0
Image 1748 |  PSNR - 43.173399028053495 | MSE - 9.394241333007812 | MAE - 196895.0
Image 1749 |  PSNR - 32.6075250372982 | MSE - 107.01609802246094 | MAE - 631469.0
Image 1750 |  PSNR - 18.228336361607372 | MSE - 2933.377655029297 | MAE - 4433920.0
Image 1751 |  PSNR - 24.08751740598404 | MSE - 761.1142883300781 | MAE - 1750954.0
Image 1752 |  PSNR - 28.565083811363166 | MSE - 271.4521179199219 | MAE - 1042218.0
